,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
2789,Mahindra XUV500 W8,2012,620000,80000,Diesel,Individual,Manual,Second Owner
2790,Ford Ecosport 1.5,2014,600000,30000,Diesel,Individual,Manual,First Owner
2791,Mahindra Bolero Power,2018,795000,35000,Diesel,Individual,Manual,First Owner
2792,Renault Lodgy 85PS,2015,495000,60000,Diesel,Individual,Manual,First Owner
2793,Mahindra Xylo D4,2014,350000,145000,Diesel,Individual,Manual,First Owner
2794,Datsun RediGO AMT,2018,300000,25000,Petrol,Individual,Automatic,First Owner
2795,Nissan Sunny XL,2018,500000,70000,Diesel,Individual,Manual,First Owner
2796,Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,First Owner
2797,Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner
2798,Honda Jazz Select,2017,585000,14000,Petrol,Dealer,Manual,First Owner
2799,Maruti Swift Dzire,2018,625000,13800,Petrol,Individual,Automatic,First Owner
2800,Mahindra Xylo D4,2017,600000,99700,Diesel,Individual,Manual,First Owner
2801,Honda City i-DTEC,2014,650000,49654,Diesel,Dealer,Manual,First Owner
2802,Hyundai Grand i10,2016,550000,45457,Petrol,Dealer,Manual,First Owner
2803,Hyundai i20 Sportz,2016,660000,48220,Petrol,Dealer,Manual,First Owner
2804,Hyundai i20 Sportz,2017,700000,11114,Petrol,Dealer,Manual,First Owner
2805,Hyundai Getz 1.5,2008,235000,60208,Diesel,Dealer,Manual,First Owner
2806,Volkswagen Vento 1.5,2013,475000,80000,Diesel,Dealer,Manual,First Owner
2807,Mercedes-Benz E-Class 280,2008,795000,98600,Diesel,Dealer,Automatic,First Owner
2808,Honda City VX,2015,850000,58000,Petrol,Dealer,Automatic,First Owner
2809,Mahindra Xylo D4,2017,585000,85441,Diesel,Dealer,Manual,First Owner
2810,Mahindra Verito 1.5,2015,380000,64541,Diesel,Dealer,Manual,First Owner
2811,Maruti Swift Dzire,2019,650000,35000,Diesel,Individual,Manual,First Owner
2812,Nissan Micra Active,2017,434999,16267,Petrol,Dealer,Manual,First Owner
2813,Volkswagen Vento 1.5,2013,525000,71500,Diesel,Dealer,Manual,First Owner
2814,Chevrolet Aveo U-VA,2008,160000,80000,Petrol,Individual,Manual,First Owner
2815,Maruti Zen Estilo,2007,160000,90000,Petrol,Individual,Manual,Second Owner
2816,Hyundai Creta 1.6,2017,900000,14700,Petrol,Individual,Manual,First Owner
2817,Maruti Wagon R,2017,400000,50000,Petrol,Individual,Manual,First Owner
2818,Hyundai Santro Xing,2009,150000,100000,Petrol,Individual,Manual,Second Owner
2819,Volkswagen Polo GT,2019,950000,24000,Petrol,Individual,Automatic,First Owner
2820,Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,First Owner
2821,Tata Bolt Revotron,2015,375000,30000,Petrol,Individual,Manual,First Owner
2822,Datsun GO Plus,2017,350000,80000,Petrol,Individual,Manual,First Owner
2823,Hyundai i20 Magna,2012,310000,92686,Diesel,Dealer,Manual,Second Owner
2824,Volkswagen Vento Petrol,2011,350000,90000,Petrol,Individual,Manual,Second Owner
2825,Hyundai EON Era,2014,280000,55000,Petrol,Individual,Manual,First Owner
2826,Hyundai EON Magna,2018,360000,6000,Petrol,Individual,Manual,First Owner
2827,Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner
2828,Skoda Rapid 1.6,2017,900000,15000,Petrol,Individual,Automatic,First Owner
2829,Ambassador CLASSIC 1500,2005,120000,50000,Diesel,Individual,Manual,Second Owner
2830,Fiat Linea T,2010,215000,90000,Petrol,Individual,Manual,Second Owner
2831,Renault Scala Diesel,2013,550000,38500,Diesel,Individual,Manual,First Owner
2832,Tata Nexon 1.2,2018,775000,35000,Petrol,Individual,Manual,First Owner
2833,Maruti 800 AC,2005,65000,70000,Petrol,Individual,Manual,Second Owner
2834,Maruti Wagon R,2008,200000,90000,Petrol,Individual,Manual,Second Owner
2835,Maruti Wagon R,2010,240000,50000,Petrol,Individual,Manual,Second Owner
2836,Toyota Innova 2.5,2012,800000,108731,Diesel,Individual,Manual,First Owner
2837,Toyota Innova 2.5,2010,400000,120000,Diesel,Individual,Manual,First Owner
2838,Tata Sumo Gold,2016,500000,60000,Diesel,Individual,Manual,First Owner
2839,Mahindra Renault Logan,2007,150000,90000,Diesel,Individual,Manual,Third Owner
2840,Toyota Etios GD,2014,500000,140000,Diesel,Individual,Manual,Second Owner
2841,Hyundai EON Magna,2014,320000,80000,Petrol,Individual,Manual,First Owner
2842,Nissan Micra Diesel,2013,300000,90000,Diesel,Individual,Manual,First Owner
2843,Maruti Alto 800,2018,285000,14000,Petrol,Individual,Manual,First Owner
2844,Tata Aria Pleasure,2012,360000,70000,Diesel,Individual,Manual,Second Owner
2845,Honda Accord 2.4,2009,450000,55000,Petrol,Individual,Manual,Second Owner
2846,Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner
2847,Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner
2848,Ford Figo Aspire,2020,530000,45000,Diesel,Dealer,Manual,First Owner
2849,Honda BR-V i-DTEC,2017,950000,24000,Diesel,Dealer,Manual,First Owner
2850,Honda WR-V i-VTEC,2017,725000,29976,Petrol,Dealer,Manual,First Owner
2851,Honda City i,2017,919999,41000,Petrol,Dealer,Manual,First Owner
2852,Honda Jazz 1.5,2018,700000,15000,Diesel,Dealer,Manual,First Owner
2853,Honda Jazz 1.5,2017,725000,36000,Diesel,Dealer,Manual,First Owner
2854,Honda BR-V i-VTEC,2017,840000,30646,Petrol,Dealer,Manual,First Owner
2855,Maruti Wagon R,2015,365000,23600,Petrol,Dealer,Manual,First Owner
2856,Honda City i,2014,665000,71318,Diesel,Dealer,Manual,First Owner
2857,Hyundai EON Era,2014,225000,30000,Petrol,Individual,Manual,First Owner
2858,Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,Second Owner
2859,Hyundai Santro Xing,2008,145000,67000,Petrol,Individual,Manual,First Owner
2860,Ford EcoSport 1.5,2017,750000,18054,Petrol,Dealer,Manual,First Owner
2861,Honda City i,2015,785000,40000,Diesel,Individual,Manual,First Owner
2862,Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner
2863,Hyundai Xcent 1.1,2017,300000,80000,Diesel,Individual,Manual,First Owner
2864,Hyundai i20 Asta,2016,680000,20000,Diesel,Individual,Manual,First Owner
2865,Mahindra TUV 300,2016,700000,40000,Diesel,Individual,Manual,First Owner
2866,Tata Indigo CS,2011,180000,120000,Diesel,Individual,Manual,First Owner
2867,Ford Fiesta 1.4,2008,270000,120000,Diesel,Individual,Manual,Second Owner
2868,Maruti Swift Dzire,2010,370000,97000,Petrol,Individual,Manual,Second Owner
2869,Skoda Rapid 1.6,2013,430000,88000,Diesel,Individual,Manual,Second Owner
2870,Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,First Owner
2871,Hyundai Santro Xing,2014,320000,54350,Petrol,Dealer,Manual,First Owner
2872,Maruti Wagon R,2015,390000,32260,Petrol,Dealer,Manual,First Owner
2873,Renault Duster 85PS,2014,550000,58231,Diesel,Dealer,Manual,First Owner
2874,Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,First Owner
2875,Maruti Alto LXi,2010,190000,73350,Petrol,Dealer,Manual,First Owner
2876,Renault Duster 110PS,2013,509999,88473,Diesel,Dealer,Manual,First Owner
2877,Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner
2878,Maruti Swift Dzire,2015,550000,61187,Diesel,Dealer,Manual,First Owner
2879,Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,First Owner
2880,Ford EcoSport 1.5,2015,585000,81150,Diesel,Dealer,Manual,First Owner
2881,Hyundai Grand i10,2019,500000,30000,Petrol,Individual,Manual,First Owner
2882,Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,First Owner
2883,Maruti Swift Vdi,2009,265000,120000,Diesel,Individual,Manual,Second Owner
2884,Fiat Palio 1.2,2007,125000,50000,Petrol,Individual,Manual,Second Owner
2885,Tata Manza Aqua,2010,165000,80000,Diesel,Individual,Manual,First Owner
2886,Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner
2887,Maruti Swift Dzire,2010,250000,110000,Diesel,Individual,Manual,Third Owner
2888,Fiat Punto EVO,2016,500000,35000,Diesel,Individual,Manual,First Owner
2889,Hyundai EON Era,2018,350000,15000,Petrol,Individual,Manual,First Owner
2890,Maruti Alto LXi,2010,190000,52000,Petrol,Individual,Manual,Second Owner
2891,Volkswagen Jetta 1.9,2009,940000,140000,Diesel,Individual,Manual,First Owner
2892,Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,Second Owner
2893,Maruti Alto 800,2018,300000,17000,Petrol,Individual,Manual,First Owner
2894,Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner
2895,Ford Figo Diesel,2012,290000,125000,Diesel,Individual,Manual,Second Owner
2896,Hyundai i20 Asta,2015,550000,87000,Diesel,Individual,Manual,First Owner
2897,Fiat Punto 1.3,2010,285000,75000,Diesel,Individual,Manual,Third Owner
2898,Maruti Wagon R,2012,229999,40000,Petrol,Individual,Manual,Second Owner
2899,Ford Ecosport 1.5,2014,580000,120000,Diesel,Individual,Manual,First Owner
2900,Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner
2901,Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner
2902,Maruti Zen LX,2006,70000,105700,Petrol,Individual,Manual,First Owner
2903,Maruti Celerio VXI,2017,430999,14000,Petrol,Dealer,Manual,First Owner
2904,Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner
2905,Maruti Alto 800,2019,335000,28000,Petrol,Dealer,Manual,First Owner
2906,Maruti Eeco 7,2017,350000,51000,Petrol,Dealer,Manual,First Owner
2907,Maruti Alto 800,2018,315000,56000,Petrol,Dealer,Manual,First Owner
2908,Maruti Esteem Lxi,2005,80000,24000,Petrol,Individual,Manual,First Owner
2909,Maruti Alto K10,2014,285000,64000,Petrol,Dealer,Manual,Second Owner
2910,Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner
2911,Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner
2912,Maruti Alto K10,2018,320000,38900,Petrol,Individual,Manual,Third Owner
2913,Maruti Wagon R,2008,120000,110000,Petrol,Individual,Manual,Third Owner
2914,Volkswagen Vento Diesel,2011,200000,100000,Diesel,Individual,Manual,Second Owner
2915,Tata Indica Vista,2012,120000,140000,Diesel,Individual,Manual,First Owner
2916,Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner
2917,Mahindra TUV 300,2018,784000,40000,Diesel,Individual,Manual,First Owner
2918,Honda Jazz 1.2,2017,500000,50000,Petrol,Individual,Manual,First Owner
2919,Hyundai EON Era,2018,350000,20000,Petrol,Individual,Manual,First Owner
2920,Mahindra Thar CRDe,2014,600000,100000,Diesel,Individual,Manual,Second Owner
2921,Hyundai Grand i10,2019,525000,9400,Petrol,Individual,Manual,First Owner
2922,Ford EcoSport 1.5,2017,930000,12000,Diesel,Individual,Manual,First Owner
2923,Maruti Eeco 5,2017,440000,14100,CNG,Dealer,Manual,First Owner
2924,Maruti Celerio ZXI,2016,434999,21000,Petrol,Dealer,Manual,First Owner
2925,Hyundai i10 Magna,2011,250000,28000,Petrol,Dealer,Manual,First Owner
2926,Maruti Ertiga SHVS,2017,940000,35000,Diesel,Dealer,Manual,First Owner
2927,Maruti Ertiga SHVS,2016,825000,58000,Diesel,Dealer,Manual,First Owner
2928,Maruti Wagon R,2012,229999,25000,Petrol,Individual,Manual,First Owner
2929,Hyundai i20 1.2,2011,375000,72000,Petrol,Dealer,Manual,First Owner
2930,Maruti Ertiga ZDI,2013,640000,89000,Diesel,Dealer,Manual,First Owner
2931,Toyota Innova 2.5,2012,800000,160000,Diesel,Dealer,Manual,First Owner
2932,Ford Figo Petrol,2012,130000,30000,Petrol,Individual,Manual,Third Owner
2933,Hyundai i10 Sportz,2014,300000,37555,Petrol,Dealer,Manual,First Owner
2934,Maruti Wagon R,2018,440000,14000,Petrol,Dealer,Manual,First Owner
2935,Maruti Ertiga VXI,2014,595000,56600,CNG,Dealer,Manual,First Owner
2936,Mahindra Scorpio EX,2013,450000,110000,Diesel,Individual,Manual,First Owner
2937,Maruti Vitara Brezza,2017,690000,50000,Diesel,Individual,Manual,First Owner
2938,Maruti Alto 800,2019,300000,5000,Petrol,Individual,Manual,First Owner
2939,Chevrolet Sail 1.2,2014,170000,100000,Petrol,Individual,Manual,Second Owner
2940,Toyota Etios Liva,2012,280000,120000,Diesel,Individual,Manual,First Owner
2941,Maruti Swift VXI,2009,220000,67580,Petrol,Individual,Manual,Second Owner
2942,Hyundai Santro Xing,2009,140000,100000,Petrol,Individual,Manual,Third Owner
2943,Ford Figo Diesel,2014,200000,125000,Diesel,Individual,Manual,Second Owner
2944,Mahindra Scorpio 2.6,2008,325000,120000,Diesel,Individual,Manual,Second Owner
2945,Hyundai Verna CRDi,2010,300000,130000,Diesel,Individual,Manual,Second Owner
2946,Mahindra Verito Vibe,2015,280000,40000,Diesel,Individual,Manual,First Owner
2947,Nissan Sunny XL,2013,225000,78000,Diesel,Dealer,Manual,First Owner
2948,Ford EcoSport 1.5,2015,750000,48238,Petrol,Trustmark Dealer,Automatic,First Owner
2949,Hyundai i20 1.2,2016,535000,38365,Petrol,Dealer,Manual,First Owner
2950,Maruti Baleno Zeta,2017,650000,49834,Petrol,Trustmark Dealer,Manual,First Owner
2951,Honda Brio S,2013,295000,57353,Petrol,Trustmark Dealer,Manual,First Owner
2952,Maruti Swift DDiS,2015,480000,68308,Diesel,Trustmark Dealer,Manual,First Owner
2953,Honda City i,2015,575000,63240,Diesel,Trustmark Dealer,Manual,First Owner
2954,Tata Harrier XE,2020,426000,1000,Diesel,Individual,Manual,First Owner
2955,Mahindra Bolero Power,2015,295000,90000,Diesel,Individual,Manual,Third Owner
2956,Mahindra Xylo E4,2011,330000,100000,Diesel,Individual,Manual,Second Owner
2957,Maruti Ritz VXI,2009,150000,80000,Petrol,Individual,Manual,First Owner
2958,Hyundai Creta 1.6,2016,927999,90000,Diesel,Individual,Manual,First Owner
2959,Hyundai Xcent 1.2,2015,399000,55000,Diesel,Dealer,Manual,First Owner
2960,Maruti Swift VDI,2015,350000,90000,Diesel,Individual,Manual,First Owner
2961,Mahindra Scorpio 2.6,2006,125000,50000,Diesel,Individual,Manual,Second Owner
2962,Hyundai Santro Xing,2008,150000,90000,Petrol,Individual,Manual,Second Owner
2963,Hyundai EON Era,2015,250000,25000,Petrol,Individual,Manual,First Owner
2964,Hyundai Verna 1.6,2014,675000,61000,Diesel,Dealer,Manual,First Owner
2965,Maruti S-Cross Alpha,2018,950000,30000,Diesel,Individual,Manual,First Owner
2966,Maruti Eeco 5,2018,409999,45000,CNG,Individual,Manual,First Owner
2967,Fiat Linea Emotion,2011,225000,60000,Diesel,Individual,Manual,First Owner
2968,Honda Civic 1.8,2008,350000,75000,Petrol,Individual,Manual,Second Owner
2969,Tata Indica LSI,2005,51111,140000,Petrol,Individual,Manual,Third Owner
2970,Chevrolet Sail 1.3,2013,290000,56000,Diesel,Dealer,Manual,First Owner
2971,Toyota Camry Hybrid,2006,310000,62000,Electric,Dealer,Automatic,Second Owner
2972,Hyundai Verna CRDi,2007,212000,58000,Diesel,Dealer,Manual,Second Owner
2973,Skoda Octavia Elegance,2013,900000,49000,Diesel,Dealer,Automatic,Second Owner
2974,Chevrolet Beat Diesel,2011,221000,56000,Diesel,Dealer,Manual,Second Owner
2975,Toyota Innova 2.5,2013,675000,73000,Diesel,Dealer,Manual,First Owner
2976,Honda Amaze S,2014,421000,69000,Diesel,Dealer,Manual,First Owner
2977,Maruti SX4 Zxi,2008,350000,10000,Petrol,Individual,Manual,First Owner
2978,Hyundai Accent Executive,2010,140000,110000,CNG,Individual,Manual,First Owner
2979,Honda City Edge,2018,830000,40000,Diesel,Individual,Manual,First Owner
2980,Maruti Wagon R,2009,180000,30000,Petrol,Individual,Manual,First Owner
2981,Maruti Swift Vdi,2009,210000,109000,Diesel,Individual,Manual,Second Owner
2982,Maruti SX4 S,2017,700000,90000,Diesel,Individual,Manual,First Owner
2983,Tata Indigo LX,2012,125000,120000,Diesel,Individual,Manual,First Owner
2984,Hyundai Verna 1.6,2017,530000,64916,Petrol,Individual,Manual,First Owner
2985,Ford Ecosport 1.5,2018,800000,37161,Diesel,Dealer,Manual,First Owner
2986,Maruti Baleno Zeta,2016,580000,15000,Petrol,Individual,Manual,First Owner
2987,Renault KWID 1.0,2018,300000,50852,Petrol,Individual,Manual,First Owner
2988,Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner
2989,Maruti Ciaz ZDi,2015,700000,77000,Diesel,Individual,Manual,First Owner
2990,Nissan Sunny XL,2012,250000,70000,Petrol,Individual,Manual,Third Owner
2991,Chevrolet Tavera Neo,2016,500000,120000,Diesel,Individual,Manual,First Owner
2992,Honda Accord 2.4,2009,428000,40000,Petrol,Individual,Automatic,Third Owner
2993,Hyundai EON Era,2013,219000,53500,Petrol,Individual,Manual,Third Owner
2994,Maruti Ertiga SHVS,2017,500000,40000,Diesel,Individual,Manual,First Owner
2995,Honda City 1.5,2010,409999,60000,Petrol,Individual,Manual,First Owner
2996,Tata Tigor 1.2,2018,570000,5000,Petrol,Individual,Manual,First Owner
2997,Maruti SX4 Zxi,2007,160000,80000,Petrol,Individual,Manual,Third Owner
2998,Maruti Ciaz ZDi,2017,749000,51500,Diesel,Individual,Manual,Second Owner
2999,Maruti Swift Dzire,2010,300000,120000,Diesel,Individual,Manual,Third Owner
3000,Ford EcoSport 1.5,2014,550000,79800,Diesel,Dealer,Manual,First Owner
3001,Ford EcoSport 1.5,2015,550000,97000,Diesel,Dealer,Manual,Second Owner
3002,Ford Figo Aspire,2017,700000,49957,Diesel,Dealer,Manual,First Owner
3003,Ford Figo 1.5,2017,600000,43235,Diesel,Dealer,Manual,First Owner
3004,Ford EcoSport 1.5,2018,925000,50699,Diesel,Dealer,Manual,First Owner
3005,Ford Figo Aspire,2015,459999,140730,Diesel,Dealer,Manual,Second Owner
3006,Hyundai i20 Active,2015,565000,46000,Petrol,Individual,Manual,First Owner
3007,Hyundai EON Era,2013,170000,80000,Petrol,Individual,Manual,Third Owner
3008,Mahindra Scorpio VLX,2008,295000,120000,Diesel,Individual,Manual,First Owner
3009,Hyundai i20 Active,2018,819999,40000,Diesel,Individual,Manual,First Owner
3010,Hyundai Elite i20,2019,819999,40000,Diesel,Individual,Manual,First Owner
3011,Maruti Ritz VXi,2015,320000,40000,Petrol,Individual,Manual,First Owner
3012,Ford Ecosport 1.5,2015,550000,135000,Diesel,Individual,Manual,Second Owner
3013,Mahindra Bolero 2011-2019,2015,550000,50000,Diesel,Individual,Manual,First Owner
3014,Volkswagen Ameo 1.5,2017,590000,98000,Diesel,Individual,Manual,First Owner
3015,Honda City i,2017,950000,50000,Diesel,Individual,Manual,First Owner
3016,Nissan Terrano XE,2013,500000,120000,Diesel,Individual,Manual,First Owner
3017,Fiat Punto EVO,2017,450000,70000,Diesel,Individual,Manual,First Owner
3018,Maruti Swift Dzire,2017,720000,35000,Diesel,Individual,Manual,First Owner
3019,Maruti Celerio VDi,2015,390000,70000,Diesel,Individual,Manual,Second Owner
3020,Mahindra Thar 4X2,2014,500000,35000,Diesel,Individual,Manual,First Owner
3021,Hyundai i20 1.4,2017,780000,50000,Diesel,Individual,Manual,First Owner
3022,Maruti Swift Dzire,2015,484999,90000,Diesel,Individual,Manual,Second Owner
3023,Volkswagen Vento Diesel,2012,420000,90000,Diesel,Individual,Manual,Second Owner
3024,Tata Indica Vista,2015,350000,50000,Diesel,Individual,Manual,Second Owner
3025,Mahindra Verito 1.5,2015,350000,120000,Diesel,Individual,Manual,Third Owner
3026,Tata Indica V2,2010,75000,100000,Diesel,Individual,Manual,Third Owner
3027,Mahindra KUV 100,2018,509999,15000,Petrol,Individual,Manual,First Owner
3028,Tata Indigo Classic,2014,215000,80000,Diesel,Individual,Manual,Third Owner
3029,Maruti Swift Dzire,2014,480000,101000,Diesel,Dealer,Manual,First Owner
3030,Maruti Swift VDI,2016,630000,55000,Diesel,Dealer,Manual,First Owner
3031,Honda City 1.5,2007,190000,115000,Petrol,Dealer,Manual,Second Owner
3032,Maruti Swift VDI,2015,500000,100000,Diesel,Dealer,Manual,First Owner
3033,Volkswagen Jetta 2.0L,2014,850000,52000,Diesel,Dealer,Manual,Second Owner
3034,Maruti SX4 ZDI,2011,350000,105000,Diesel,Dealer,Manual,First Owner
3035,Renault Duster 85PS,2013,425000,170000,Diesel,Dealer,Manual,First Owner
3036,Maruti Swift VDI,2015,495000,105000,Diesel,Dealer,Manual,First Owner
3037,Maruti Ertiga SHVS,2017,890000,60000,Diesel,Individual,Manual,Second Owner
3038,Ford Fiesta 1.6,2009,233000,58000,Petrol,Individual,Manual,Third Owner
3039,Tata Indigo CS,2015,300000,110000,Diesel,Individual,Manual,Second Owner
3040,Honda Amaze S,2020,614000,1000,Petrol,Individual,Manual,First Owner
